name,id,frequency,quarter,res,height,root_width,width,output_padding,port_1_padding
4350B,5,10.0,3.97810843292576,100.0,0.254,0.299570885352761,0.54380121132051,0.3733901308298862,0.3733901308298862
4350B,5,10.5,3.83010572758905,100.0,0.254,0.289152046576879,0.54380121132051,0.3547348893887499,0.3547348893887499
4350B,5,11.0,3.59033938266907,100.0,0.254,0.29731271629928,0.54380121132051,0.3377755789877171,0.3377755789877171
4350B,5,11.5,3.38184287205172,100.0,0.254,0.289152046576879,0.54380121132051,0.3222909912302522,0.3222909912302522
4350B,5,12.0,3.29985059101043,100.0,0.254,0.292939598450229,0.54380121132051,0.30809678578590943,0.30809678578590943
